antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedent_len,consequent_len
frozenset({'aws'}),frozenset({'python'}),0.0946969696969697,0.23579545454545456,0.052083333333333336,0.55,2.3325301204819278,1.0,0.02975421831955923,1.6982323232323233,0.6310384176492962,0.18707482993197277,0.4111524163568773,0.3854417670682731,1,1
frozenset({'analytics'}),frozenset({'data analysis'}),0.035037878787878785,0.2902462121212121,0.023674242424242424,0.6756756756756758,2.3279396851990657,1.0,0.01350463082529844,2.188407512626263,0.5911481844946026,0.0784929356357928,0.5430467158285706,0.37862087209558665,1,1
frozenset({'docker'}),frozenset({'python'}),0.04876893939393939,0.23579545454545456,0.026515151515151516,0.5436893203883495,2.305766756345771,1.0,0.015015657283057851,1.6747461315280463,0.5953388323970703,0.10275229357798166,0.4028945753780632,0.3280695597925683,1,1
frozenset({'java'}),frozenset({'python'}),0.11600378787878787,0.23579545454545456,0.0625,0.5387755102040817,2.2849274649618883,1.0,0.03514683410812672,1.6569036604987932,0.6361445196474654,0.2160392798690671,0.3964646081480919,0.4019178755839685,1,1
frozenset({'time management'}),frozenset({'problem solving'}),0.06297348484848485,0.26515151515151514,0.03787878787878788,0.6015037593984962,2.268528464017186,1.0,0.021181272956841142,1.844053744997141,0.5967660434562911,0.1305057096247961,0.4577164560886753,0.37218045112781956,1,1
frozenset({'teamwork'}),frozenset({'problem solving'}),0.16240530303030304,0.26515151515151514,0.09706439393939394,0.597667638483965,2.254060807996668,1.0,0.05400238177226813,1.8264712340799296,0.6642308593803857,0.2936962750716332,0.45249616783384927,0.4818695335276968,1,1
frozenset({'data management'}),frozenset({'data analysis'}),0.058712121212121215,0.2902462121212121,0.03835227272727273,0.6532258064516129,2.2505920117876124,1.0,0.02131130193985308,2.0467318534178998,0.5903321161537124,0.12347560975609756,0.511416212959177,0.3926814187233595,1,1
frozenset({'kubernetes'}),frozenset({'python'}),0.061553030303030304,0.23579545454545456,0.032196969696969696,0.5230769230769231,2.2183503243744207,1.0,0.017683044938016527,1.6023643695014662,0.5852377277853623,0.12142857142857143,0.37592221904489564,0.3298115539079395,1,1
frozenset({'adaptability'}),frozenset({'problem solving'}),0.041193181818181816,0.26515151515151514,0.024147727272727272,0.5862068965517242,2.2108374384236456,1.0,0.013225292699724518,1.7758838383838387,0.5712127814088598,0.08557046979865772,0.4369001066477072,0.3386391625615764,1,1
frozenset({'analytical thinking'}),frozenset({'problem solving'}),0.13636363636363635,0.26515151515151514,0.07954545454545454,0.5833333333333334,2.2,1.0,0.04338842975206612,1.763636363636364,0.6315789473684211,0.24705882352941178,0.43298969072164956,0.44166666666666665,1,1
frozenset({'ai'}),frozenset({'sql'}),0.04876893939393939,0.23768939393939395,0.025094696969696968,0.5145631067961165,2.1648551425366493,1.0,0.013502837322084479,1.5703598484848484,0.5656620678644214,0.09601449275362317,0.3632032804679491,0.3100703980195722,1,1
frozenset({'data modeling'}),frozenset({'data analysis'}),0.06628787878787878,0.2902462121212121,0.041193181818181816,0.6214285714285714,2.141039384758798,1.0,0.021953376090449953,1.8748213264722697,0.5707724231190693,0.13063063063063063,0.4666158391308492,0.3816767653227686,1,1
frozenset({'microsoft excel'}),frozenset({'data analysis'}),0.07623106060606061,0.2902462121212121,0.04734848484848485,0.6211180124223602,2.139969400058768,1.0,0.025222708261593205,1.8732845876800792,0.5766632496155818,0.1483679525222552,0.466178280344246,0.3921250747266777,1,1
frozenset({'excel'}),frozenset({'data analysis'}),0.048295454545454544,0.2902462121212121,0.029356060606060608,0.607843137254902,2.094232799155552,1.0,0.01533848786157025,1.8098721590909093,0.5490129995185364,0.09494640122511487,0.4474747871129774,0.35449253110705947,1,1
frozenset({'reporting'}),frozenset({'data analysis'}),0.10416666666666667,0.2902462121212121,0.06297348484848485,0.6045454545454545,2.0828711256117454,1.0,0.03273950441919192,1.7947796934865898,0.5803462143731422,0.19,0.4428285523682455,0.410755598398339,1,1
frozenset({'customer service'}),frozenset({'problem solving'}),0.045454545454545456,0.26515151515151514,0.025094696969696968,0.5520833333333333,2.082142857142857,1.0,0.013042355371900825,1.6405919661733612,0.5444743935309972,0.08789386401326699,0.3904639175257731,0.3233630952380952,1,1
frozenset({'ai'}),frozenset({'data analysis'}),0.04876893939393939,0.2902462121212121,0.029356060606060608,0.6019417475728156,2.0739004418821967,1.0,0.015201060677800738,1.7830400036954916,0.5443648741951542,0.09480122324159022,0.43916008730739603,0.3515418362660163,1,1
frozenset({'time management'}),frozenset({'communication'}),0.06297348484848485,0.4247159090909091,0.05397727272727273,0.8571428571428572,2.018155757286192,1.0,0.027231431861225893,4.026988636363638,0.5384032339565437,0.1244541484716157,0.7516754850088185,0.49211657907310086,1,1
frozenset({'multitasking'}),frozenset({'communication'}),0.038825757575757576,0.4247159090909091,0.032670454545454544,0.8414634146341463,1.9812382739212007,1.0,0.016180537620523412,3.6287150349650337,0.515270935960591,0.07582417582417582,0.7244203553146643,0.4591932457786116,1,1
frozenset({'attention to detail'}),frozenset({'communication'}),0.09185606060606061,0.4247159090909091,0.07670454545454546,0.8350515463917526,1.9661414336447953,1.0,0.03769181516873278,3.4876598011363638,0.5410921870775884,0.1743810548977395,0.7132747868143058,0.5078267765403579,1,1
frozenset({'interpersonal skills'}),frozenset({'problem solving'}),0.05634469696969697,0.26515151515151514,0.029356060606060608,0.5210084033613446,1.9649459783913568,1.0,0.014416178833792473,1.5341573631047316,0.5204020523444961,0.10048622366288494,0.34817638395564415,0.31586134453781517,1,1
frozenset({'leadership'}),frozenset({'problem solving'}),0.07433712121212122,0.26515151515151514,0.03787878787878788,0.5095541401273885,1.9217470427661512,1.0,0.018168187557392104,1.498327430145612,0.5181585677749361,0.12558869701726846,0.33258913914242566,0.3262056414922657,1,1
frozenset({'teamwork'}),frozenset({'communication'}),0.16240530303030304,0.4247159090909091,0.13115530303030304,0.8075801749271138,1.9014596760825688,1.0,0.06217918711260331,2.9897339876033064,0.5660115139802413,0.28764278296988577,0.6655220818486126,0.5581936549106026,1,1
frozenset({'organizational skills'}),frozenset({'communication'}),0.03835227272727273,0.4247159090909091,0.030776515151515152,0.8024691358024691,1.8894256575415995,1.0,0.014487694774449035,2.9123757102272725,0.48951255539143274,0.07119386637458927,0.6566377076665143,0.4374664519592056,1,1
frozenset({'customer service'}),frozenset({'communication'}),0.045454545454545456,0.4247159090909091,0.036458333333333336,0.8020833333333334,1.8885172798216276,1.0,0.01715306473829201,2.9066985645933014,0.4928880643166357,0.08406113537117903,0.6559670781893006,0.44396251393534003,1,1
frozenset({'critical thinking'}),frozenset({'communication'}),0.032196969696969696,0.4247159090909091,0.02556818181818182,0.7941176470588236,1.8697619516033839,1.0,0.011893616563360883,2.7942370129870135,0.4806479669493368,0.0592755214050494,0.6421205519244737,0.4271591579775723,1,1
frozenset({'business unit'}),frozenset({'data analysis'}),0.17897727272727273,0.2902462121212121,0.09659090909090909,0.5396825396825397,1.8593956342732851,1.0,0.044643433626033055,1.5418789184952977,0.5629452473030735,0.2592121982210927,0.3514406429683281,0.43623604961288487,1,1
frozenset({'interpersonal skills'}),frozenset({'communication'}),0.05634469696969697,0.4247159090909091,0.04403409090909091,0.7815126050420169,1.8400831904668222,1.0,0.02010360171315427,2.6330310314685326,0.4838062250133532,0.10075839653304443,0.6202095653076047,0.4425957674039516,1,1
frozenset({'adaptability'}),frozenset({'communication'}),0.041193181818181816,0.4247159090909091,0.03125,0.7586206896551725,1.7861838311613425,1.0,0.013754600335743803,2.3833198051948057,0.45905723905723905,0.0718954248366013,0.5804171988080036,0.4160996424864491,1,1
frozenset({'sql'}),frozenset({'data analysis'}),0.23768939393939395,0.2902462121212121,0.12310606060606061,0.5179282868525896,1.784444603315937,1.0,0.05411761435376493,1.4722991798146756,0.5766698518872432,0.30409356725146197,0.32079022136935914,0.47103592156658847,1,1
frozenset({'problem solving'}),frozenset({'communication'}),0.26515151515151514,0.4247159090909091,0.19839015151515152,0.7482142857142857,1.7616817964644051,1.0,0.0857760847107438,2.2848162475822047,0.5883670004674851,0.4036608863198458,0.5623280423280423,0.607663441630833,1,1
frozenset({'prioritization'}),frozenset({'communication'}),0.036931818181818184,0.4247159090909091,0.026515151515151516,0.717948717948718,1.6904210616585198,1.0,0.01082962078168044,2.039643595041322,0.42409397387273495,0.06093579978237214,0.5097182652738209,0.39018952062430323,1,1
frozenset({'analytical thinking'}),frozenset({'communication'}),0.13636363636363635,0.4247159090909091,0.09753787878787878,0.7152777777777778,1.684132292827945,1.0,0.03962207300275482,2.020509977827051,0.47036280020439447,0.21041879468845762,0.5050754458161866,0.4724660906726124,1,1
frozenset({'excel'}),frozenset({'communication'}),0.048295454545454544,0.4247159090909091,0.03409090909090909,0.7058823529411764,1.6620106236474521,1.0,0.013579061208677683,1.9559659090909083,0.41853233830845765,0.07766990291262135,0.4887436456063906,0.3930749557348022,1,1
frozenset({'leadership'}),frozenset({'communication'}),0.07433712121212122,0.4247159090909091,0.05160984848484849,0.6942675159235668,1.634663315084251,1.0,0.020037690470041322,1.8816583806818177,0.41943264741077924,0.11534391534391535,0.468553904222694,0.40789184045899635,1,1
frozenset({'analysis'}),frozenset({'communication'}),0.036458333333333336,0.4247159090909091,0.02462121212121212,0.6753246753246752,1.590062111801242,1.0,0.009136777935606058,1.7718749999999992,0.3851351351351351,0.05639913232104121,0.43562610229276877,0.36664784490871444,1,1
frozenset({'continuous improvement'}),frozenset({'communication'}),0.03977272727272727,0.4247159090909091,0.026515151515151516,0.6666666666666667,1.5696767001114829,1.0,0.009623041494490357,1.725852272727273,0.37795857988165676,0.06054054054054053,0.42057613168724295,0.3645484949832776,1,1
frozenset({'microsoft office'}),frozenset({'communication'}),0.08238636363636363,0.4247159090909091,0.054450757575757576,0.6609195402298851,1.5561450044208665,1.0,0.019459958247245182,1.6966005392912171,0.38947368421052636,0.12029288702928871,0.4105860649921953,0.39456233421750664,1,1
frozenset({'project management'}),frozenset({'communication'}),0.19318181818181818,0.4247159090909091,0.12736742424242425,0.6593137254901962,1.5523640894484885,1.0,0.04532003271349863,1.688603662524526,0.44101785433792345,0.2596525096525097,0.40779472282740276,0.4796011213850089,1,1
frozenset({'presentations'}),frozenset({'communication'}),0.059185606060606064,0.4247159090909091,0.038825757575757576,0.6559999999999999,1.5445618729096988,1.0,0.013688689092630851,1.672337473572938,0.37474683000478715,0.08723404255319148,0.40203456790123443,0.37370791527313263,1,1
frozenset({'collaboration'}),frozenset({'communication'}),0.13920454545454544,0.4247159090909091,0.09090909090909091,0.653061224489796,1.5376424817418606,1.0,0.03178670583677686,1.6581717914438503,0.4061984323432343,0.1921921921921922,0.39692617787855894,0.43355402361613543,1,1
frozenset({'stakeholder management'}),frozenset({'communication'}),0.046875,0.4247159090909091,0.029356060606060608,0.6262626262626263,1.474544778892605,1.0,0.009447502367424244,1.5392736486486487,0.33765203595980964,0.06638115631691649,0.3503429355281208,0.3476909563866086,1,1
frozenset({'reporting'}),frozenset({'communication'}),0.10416666666666667,0.4247159090909091,0.061553030303030304,0.5909090909090909,1.391304347826087,1.0,0.017311789772727272,1.40625,0.31395348837209297,0.1317122593718338,0.2888888888888889,0.3679183135704875,1,1
frozenset({'soft skills'}),frozenset({'communication'}),0.050662878787878785,0.4247159090909091,0.029829545454545456,0.588785046728972,1.3863032538367768,1.0,0.008312214832988982,1.3989863119834711,0.2935280845505285,0.06695005313496281,0.28519672320295386,0.3295095802206733,1,1
frozenset({'quality management'}),frozenset({'communication'}),0.045928030303030304,0.4247159090909091,0.026988636363636364,0.5876288659793815,1.3835810088611522,1.0,0.007482271220730027,1.3950639204545454,0.2905837795481258,0.06083244397011739,0.28318696703576435,0.32558700824052683,1,1
frozenset({'microsoft excel'}),frozenset({'communication'}),0.07623106060606061,0.4247159090909091,0.043560606060606064,0.5714285714285715,1.3454371715241282,1.0,0.011184061854338845,1.3423295454545454,0.2779343926191697,0.09523809523809525,0.25502645502645516,0.336996336996337,1,1
frozenset({'risk management'}),frozenset({'communication'}),0.05587121212121212,0.4247159090909091,0.03172348484848485,0.5677966101694916,1.336885664078,1.0,0.007994092200413222,1.3310494652406417,0.2669051931915148,0.07067510548523206,0.24871311989956063,0.32124501634450053,1,1
frozenset({'business unit'}),frozenset({'communication'}),0.17897727272727273,0.4247159090909091,0.10085227272727272,0.5634920634920634,1.3267505441418481,1.0,0.02483777763429751,1.3179235537190077,0.29996588527706014,0.20056497175141239,0.24123064863805585,0.4004751287359982,1,1
frozenset({'business analysis'}),frozenset({'communication'}),0.10748106060606061,0.4247159090909091,0.06013257575757576,0.5594713656387665,1.3172837505340858,1.0,0.01448365939221763,1.3058948863636362,0.2698677917249733,0.12738214643931794,0.23424158372763368,0.3505272101326497,1,1
frozenset({'documentation'}),frozenset({'communication'}),0.14109848484848486,0.4247159090909091,0.0771780303030303,0.546979865771812,1.2878723260981795,1.0,0.017251259039256187,1.2698863636363633,0.2602458046144167,0.1579457364341085,0.21252796420581643,0.36434834983127945,1,1
frozenset({'requirements'}),frozenset({'communication'}),0.10890151515151515,0.4247159090909091,0.059185606060606064,0.5434782608695652,1.2796277446561,1.0,0.012933400051652895,1.2601461038961037,0.24522848034006378,0.124750499001996,0.2064412238325281,0.34141583054626534,1,1
frozenset({'data management'}),frozenset({'communication'}),0.058712121212121215,0.4247159090909091,0.03172348484848485,0.5403225806451613,1.2721976480742259,1.0,0.0067875129132231385,1.2514952153110046,0.22730412324694427,0.07023060796645703,0.20095579450418152,0.3075080015823354,1,1
frozenset({'data analysis'}),frozenset({'communication'}),0.2902462121212121,0.4247159090909091,0.15672348484848486,0.5399673735725938,1.27136130767594,1.0,0.033451301007231427,1.2505288926499032,0.30072616386755335,0.28074639525021206,0.20033834813606433,0.4544875886815032,1,1
frozenset({'power bi'}),frozenset({'communication'}),0.07670454545454546,0.4247159090909091,0.03977272727272727,0.5185185185185185,1.2208596556422642,1.0,0.007195086518595038,1.194820804195804,0.19593406593406587,0.08615384615384615,0.16305441243712843,0.30608200173417566,1,1
frozenset({'it support'}),frozenset({'communication'}),0.061079545454545456,0.4247159090909091,0.03125,0.5116279069767442,1.2046356070623008,1.0,0.005308545325413222,1.1779626623376622,0.18092421950213172,0.06874999999999999,0.15107665805340226,0.29260325114723496,1,1
